,SMILES,IC50_nM
2071,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2ccc(N3CCN(S(C)(=O)=O)CC3)cc2OC)n1,3.0
2072,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2ccc(N3CCN(CCO)CC3)cc2OC)n1,11.0
2073,COc1cc(N2CCN(C(=O)OC(C)(C)C)CC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC)n1,33.0
2074,COc1cc(N2CCNCC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC)n1,3.0
2075,CCNC(=O)N1CCN(c2ccc(Nc3ncc(C(F)(F)F)c(Nc4ccc(N5CCN(C(C)=O)CC5)cc4OC)n3)c(OC)c2)CC1,8.0
2076,COc1cc(N2CCN(C(=O)CO)CC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC)n1,3.0
2077,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC)n1,3.0
2078,COc1cc(N2CCN(S(C)(=O)=O)CC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC)n1,39.0
2079,COc1cc(N2CCN(CCO)CC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC)n1,5.0
2080,COc1cc(N2CCNCC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2ccc(N3CCNCC3)cc2OC)n1,4.0
2081,CCNC(=O)N1CCN(c2ccc(Nc3ncc(C(F)(F)F)c(Nc4ccc(N5CCN(C(=O)NCC)CC5)cc4OC)n3)c(OC)c2)CC1,46.0
2082,COc1cc(N2CCN(C(=O)CO)CC2)ccc1Nc1ncc(C(F)(F)F)c(Nc2ccc(N3CCN(C(=O)CO)CC3)cc2OC)n1,5.0
2083,CC(=O)N1CCN(c2ccc(Nc3ncc(C(F)(F)F)c(Nc4ccc(N5CCN(C(C)=O)CC5)cc4OC(F)F)n3)c(OC(F)F)c2)CC1,58.0
2084,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(C)=O)CC3)cc2Cl)n1,44.0
2085,CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc(N5CCN(C(C)=O)CC5)cc4Cl)n3)c(Cl)c2)CC1,260.0
2086,COc1cc(N2CCNCC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCNCC3)cc2OC)n1,4.0
2087,COc1cc(N2CCN(S(C)(=O)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(S(C)(=O)=O)CC3)cc2OC)n1,64.0
2088,COc1cc(N2CCN(C(=O)CO)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(=O)CO)CC3)cc2OC)n1,11.0
2089,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCNCC3)cc2F)n1,130.0
2090,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(C)=O)CC3)cc2F)n1,280.0
2091,COc1cc(N2CCN(C(=O)CO)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC)n1,27.0
2092,COC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc(N5CCN(C(C)=O)CC5)cc4OC)n3)c(OC)c2)CC1,94.0
2093,COc1cc(N2CCN(CCO)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC)n1,21.0
2094,COc1cc(N2CCN(S(N)(=O)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC)n1,91.0
2095,COc1cc(N2CCN(S(C)(=O)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC)n1,53.0
2096,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(=O)CO)CC3)cc2OC(F)F)n1,27.0
2097,COc1cc(N2CCNCC2)ccc1Nc1ncc(F)c(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC(F)F)n1,170.0
2098,C[C@@H](Oc1cc(-c2cnn(C3CC4(CNC4)C3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,2.21
2099,C[C@@H](Oc1cc(-c2cnn(C3CC4(CCNCC4)C3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1.2
2100,C[C@@H](Oc1cc(-c2cnn(C3CCC4(CC3)CNC4)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,4.31
2101,C[C@@H](Oc1cc(-c2cnn(C3CC4(CCCNC4)C3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1.92
2102,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,2.3
2103,C[C@@H](Oc1cc(-c2cnn(C3CC4(CCNCC4)C3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1.2
2104,C[C@@H](Oc1cc(-c2cnn(C3CC4(CCNCC4)C3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1.4
2105,C[C@@H](Oc1cc(-c2cnn(C3CC4(CCNCC4)C3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1.8
2106,C[C@@H](Oc1cc(-c2cnn(C3CC4(CCNCC4)C3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1.5
2107,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,2.1
2108,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1.2
2109,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,2.7
2110,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,7.4
2111,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,2.9
2112,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,55.0
2113,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)cc2)CC1,207.0
2114,COCCNc1cc(N2CCN(C)CC2)ccc1C(=O)Nc1n[nH]c2ccc(Cc3cc(F)cc(F)c3)cc12,411.0
2115,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCCCC3)c2)CC1,1771.0
2116,Nc1ccc(-c2ccc3ncc4c(=O)[nH]c(=O)n(-c5cccc(C(F)(F)F)c5)c4c3n2)cn1,1170.0
2117,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(Cl)c5c4c3)cc2)CC1,2100.0
2118,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6ccccc6)c5c4c3)cc2)CC1,500.0
2119,C/C(=C\c1ccccc1C(F)(F)F)c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,7600.0
2120,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6ccccc6)c5c4c3)cn2)CC1,350.0
2121,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(-c7ccccc7)cc6)c5c4c3)cc2)CC1,660.0
2122,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6cccc(F)c6)c5c4c3)cc2)CC1,250.0
2123,COc1ccc(/C=C/c2ccnc3[nH]c4ccc(-c5ccc(N6CCN(C)CC6)cc5)cc4c23)cc1,1200.0
2124,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(OCc7ccccc7)cc6)c5c4c3)cc2)CC1,2200.0
2125,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(COc7cccc(C(F)(F)F)c7)cc6)c5c4c3)cc2)CC1,1700.0
2126,COc1ccccc1/C=C/c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,320.0
2127,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6ccccc6C(F)(F)F)c5c4c3)cc2)CC1,260.0
2128,Cc1cc(OCc2ccc(-c3ccnc4[nH]c5ccc(-c6ccc(N7CCN(C)CC7)cc6)cc5c34)cc2)ccc1Cl,110.0
2129,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6ccc(F)cc6)c5c4c3)cc2)CC1,370.0
2130,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6ccc(C(F)(F)F)cc6)c5c4c3)cc2)CC1,280.0
2131,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(-c7ccccc7)cc6F)c5c4c3)cc2)CC1,970.0
2132,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(Cc7ccccc7)cc6)c5c4c3)cc2)CC1,200.0
2133,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6cccc(-c7ccccc7)c6)c5c4c3)cc2)CC1,210.0
2134,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6ccccc6F)c5c4c3)cc2)CC1,460.0
2135,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6ccccc6Cl)c5c4c3)cc2)CC1,880.0
2136,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(N7CCN(C)CC7)cc6)c5c4c3)cc2)CC1,10000.0
2137,CN1CCC(N2CCN(c3ccc(-c4ccc5[nH]c6nccc(-c7ccc(Cc8ccccc8)cc7)c6c5c4)cc3)CC2)CC1,1500.0
2138,CN1CCC(N2CCN(c3ccc(-c4ccc5[nH]c6nccc(/C=C/c7ccccc7C(F)(F)F)c6c5c4)cc3)CC2)CC1,2900.0
2139,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(C(=O)c7ccccc7)cc6)c5c4c3)cc2)CC1,610.0
2140,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(-c7cccc8ccccc78)cc6)c5c4c3)cc2)CC1,52.0
2141,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C(=C/c6ccccc6)c6ccccc6)c5c4c3)cc2)CC1,1200.0
2142,COc1ccc(Cc2ccc(-c3ccnc4[nH]c5ccc(-c6ccc(N7CCN(C)CC7)cc6)cc5c34)cc2)c(OC)c1,520.0
2143,COc1ccccc1/C=C(\C)c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,1500.0
2144,C/C(=C\c1ccccc1)c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,270.0
2145,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6ccccc6NS(C)(=O)=O)c5c4c3)cc2)CC1,160.0
2146,CC/C=C(\c1ccccc1)c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,1400.0
2147,CC/C=C(\c1ccccc1)c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,1000.0
2148,CC(C)[Si](/C=C/c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12)(C(C)C)C(C)C,3200.0
2149,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(C(O)c7ccccc7)cc6)c5c4c3)cc2)CC1,1400.0
2150,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(Nc6ccccc6[N+](=O)[O-])c5c4c3)cc2)CC1,560.0
2151,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(Nc6ccccc6[N+](=O)[O-])c5c4c3)cc2)CC1,3300.0
2152,CN1CCC(N2CCN(c3ccc(-c4ccc5[nH]c6nccc(Nc7ccccc7[N+](=O)[O-])c6c5c4)cc3)CC2)CC1,8500.0
2153,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(C#Cc6ccccc6)c5c4c3)cc2)CC1,170.0
2154,COc1ccccc1C#Cc1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,750.0
2155,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(C#Cc6ccccc6C(F)(F)F)c5c4c3)cc2)CC1,1100.0
2156,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(C#Cc6ccc(F)cc6)c5c4c3)cc2)CC1,890.0
2157,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(C#Cc6ccccc6F)c5c4c3)cc2)CC1,1100.0
2158,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(C#Cc6ccccc6Cl)c5c4c3)cc2)CC1,1200.0
2159,CC(C)[Si](C#Cc1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12)(C(C)C)C(C)C,4900.0
2160,C#Cc1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,29000.0
2161,COc1ccccc1C#Cc1ccnc2c1c1cc(-c3ccc(N4CCN(C)CC4)cc3)ccc1n2C,3800.0
2162,COc1ccc(Sc2ccnc3[nH]c4ccc(-c5ccc(N6CCN(C)CC6)cc5)cc4c23)cc1,5700.0
2163,Cc1ccc(Cn2cc(-c3ccnc4[nH]c5ccc(-c6ccc(N7CCN(C)CC7)cc6)cc5c34)nn2)cc1,6800.0
2164,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(Oc7ccccc7)cc6)c5c4c3)cc2)CC1,840.0
2165,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(-c7ccc(F)cc7)nc6)c5c4c3)cc2)CC1,1800.0
2166,COc1cc(-c2ccnc3[nH]c4ccc(-c5ccc(N6CCN(C)CC6)cc5)cc4c23)c(OC)cc1C(=O)c1ccccc1,8200.0
2167,COc1cc(C(=O)c2ccccc2)c(O)cc1-c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,2800.0
2168,COc1cc(-c2ccnc3[nH]c4ccc(-c5ccc(N6CCN(C)CC6)cc5)cc4c23)c(OC)cc1Cc1ccccc1,310.0
2169,COc1cc(Cc2ccccc2)c(O)cc1-c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,4300.0
2170,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(Cc7ccccc7)c(C(F)(F)F)c6)c5c4c3)cc2)CC1,2200.0
2171,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(Cc7ccccc7)cc6C(F)(F)F)c5c4c3)cc2)CC1,7900.0
2172,COc1cc(-c2ccnc3[nH]c4ccc(-c5ccc(N6CCN(C)CC6)cc5)cc4c23)cc(OC)c1Cc1ccccc1,7900.0
2173,COc1cc(C(O)c2ccccc2)c(OC)cc1-c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,18000.0
2174,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(N6CCC(Cc7ccccc7)CC6)c5c4c3)cc2)CC1,200.0
2175,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(N6CCN(Cc7ccccc7)CC6)c5c4c3)cc2)CC1,1000.0
2176,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(Cl)c5c4c3)cc2)CC1,1000.0
2177,C/C(=C\c1ccccc1C(F)(F)F)c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,6400.0
2178,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6ccccc6)c5c4c3)cn2)CC1,350.0
2179,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(-c7ccccc7)cc6)c5c4c3)cc2)CC1,680.0
2180,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6cccc(F)c6)c5c4c3)cc2)CC1,320.0
2181,COc1ccc(/C=C/c2ccnc3[nH]c4ccc(-c5ccc(N6CCN(C)CC6)cc5)cc4c23)cc1,170.0
2182,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(OCc7ccccc7)cc6)c5c4c3)cc2)CC1,900.0
2183,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(COc7cccc(C(F)(F)F)c7)cc6)c5c4c3)cc2)CC1,350.0
2184,COc1ccccc1/C=C/c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,110.0
2185,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6ccccc6C(F)(F)F)c5c4c3)cc2)CC1,160.0
2186,Cc1cc(OCc2ccc(-c3ccnc4[nH]c5ccc(-c6ccc(N7CCN(C)CC7)cc6)cc5c34)cc2)ccc1Cl,52.0
2187,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6ccc(F)cc6)c5c4c3)cc2)CC1,91.0
2188,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6ccc(C(F)(F)F)cc6)c5c4c3)cc2)CC1,120.0
2189,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(-c7ccccc7)cc6F)c5c4c3)cc2)CC1,390.0
2190,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(Cc7ccccc7)cc6)c5c4c3)cc2)CC1,40.0
2191,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6cccc(-c7ccccc7)c6)c5c4c3)cc2)CC1,140.0
2192,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6ccccc6F)c5c4c3)cc2)CC1,150.0
2193,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6ccccc6Cl)c5c4c3)cc2)CC1,320.0
2194,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(N7CCN(C)CC7)cc6)c5c4c3)cc2)CC1,900.0
2195,CN1CCC(N2CCN(c3ccc(-c4ccc5[nH]c6nccc(-c7ccc(Cc8ccccc8)cc7)c6c5c4)cc3)CC2)CC1,700.0
2196,CN1CCC(N2CCN(c3ccc(-c4ccc5[nH]c6nccc(/C=C/c7ccccc7C(F)(F)F)c6c5c4)cc3)CC2)CC1,880.0
2197,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(C(=O)c7ccccc7)cc6)c5c4c3)cc2)CC1,150.0
2198,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(-c7cccc8ccccc78)cc6)c5c4c3)cc2)CC1,52.0
2199,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C(=C/c6ccccc6)c6ccccc6)c5c4c3)cc2)CC1,1600.0
2200,COc1ccc(Cc2ccc(-c3ccnc4[nH]c5ccc(-c6ccc(N7CCN(C)CC7)cc6)cc5c34)cc2)c(OC)c1,590.0
2201,COc1ccccc1/C=C(\C)c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,1800.0
2202,C/C(=C\c1ccccc1)c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,160.0
2203,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(/C=C/c6ccccc6NS(C)(=O)=O)c5c4c3)cc2)CC1,280.0
2204,CC/C=C(\c1ccccc1)c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,1500.0
2205,CC/C=C(\c1ccccc1)c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,2300.0
2206,CC(C)[Si](/C=C/c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12)(C(C)C)C(C)C,7100.0
2207,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(C(O)c7ccccc7)cc6)c5c4c3)cc2)CC1,230.0
2208,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(Nc6ccccc6[N+](=O)[O-])c5c4c3)cc2)CC1,180.0
2209,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(Nc6ccccc6[N+](=O)[O-])c5c4c3)cc2)CC1,1900.0
2210,CN1CCC(N2CCN(c3ccc(-c4ccc5[nH]c6nccc(Nc7ccccc7[N+](=O)[O-])c6c5c4)cc3)CC2)CC1,890.0
2211,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(C#Cc6ccccc6)c5c4c3)cc2)CC1,130.0
2212,COc1ccccc1C#Cc1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,290.0
2213,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(C#Cc6ccccc6C(F)(F)F)c5c4c3)cc2)CC1,270.0
2214,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(C#Cc6ccc(F)cc6)c5c4c3)cc2)CC1,130.0
2215,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(C#Cc6ccccc6F)c5c4c3)cc2)CC1,140.0
2216,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(C#Cc6ccccc6Cl)c5c4c3)cc2)CC1,290.0
2217,CC(C)[Si](C#Cc1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12)(C(C)C)C(C)C,6200.0
2218,C#Cc1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,43000.0
2219,COc1ccccc1C#Cc1ccnc2c1c1cc(-c3ccc(N4CCN(C)CC4)cc3)ccc1n2C,910.0
2220,COc1ccc(Sc2ccnc3[nH]c4ccc(-c5ccc(N6CCN(C)CC6)cc5)cc4c23)cc1,10000.0
2221,Cc1ccc(Cn2cc(-c3ccnc4[nH]c5ccc(-c6ccc(N7CCN(C)CC7)cc6)cc5c34)nn2)cc1,2200.0
2222,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(Oc7ccccc7)cc6)c5c4c3)cc2)CC1,7200.0
2223,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(-c7ccc(F)cc7)nc6)c5c4c3)cc2)CC1,920.0
2224,COc1cc(-c2ccnc3[nH]c4ccc(-c5ccc(N6CCN(C)CC6)cc5)cc4c23)c(OC)cc1C(=O)c1ccccc1,2300.0
2225,COc1cc(C(=O)c2ccccc2)c(O)cc1-c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,830.0
2226,COc1cc(-c2ccnc3[nH]c4ccc(-c5ccc(N6CCN(C)CC6)cc5)cc4c23)c(OC)cc1Cc1ccccc1,22.0
2227,COc1cc(Cc2ccccc2)c(O)cc1-c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,1300.0
2228,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(Cc7ccccc7)c(C(F)(F)F)c6)c5c4c3)cc2)CC1,2100.0
2229,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(-c6ccc(Cc7ccccc7)cc6C(F)(F)F)c5c4c3)cc2)CC1,3200.0
2230,COc1cc(-c2ccnc3[nH]c4ccc(-c5ccc(N6CCN(C)CC6)cc5)cc4c23)cc(OC)c1Cc1ccccc1,19000.0
2231,COc1cc(C(O)c2ccccc2)c(OC)cc1-c1ccnc2[nH]c3ccc(-c4ccc(N5CCN(C)CC5)cc4)cc3c12,8700.0
2232,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(N6CCC(Cc7ccccc7)CC6)c5c4c3)cc2)CC1,32.0
2233,CN1CCN(c2ccc(-c3ccc4[nH]c5nccc(N6CCN(Cc7ccccc7)CC6)c5c4c3)cc2)CC1,690.0
2234,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,14.0
2235,COc1cc(CC#N)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,21.0
2236,COc1cc(C(C)(C)C#N)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,200.0
2237,COc1cc(CCN)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,2.7
2238,COc1cc(CCN(C)C)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1.4
2239,COc1cc(CCNC=O)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,4.0
2240,CNCCc1cc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1C,1.5
2241,COc1cc(C(C)(C)CN)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,4.9
2242,COc1cc(C(C)(C)CN(C)C)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,2.2
2243,COc1cc(C(C)(C)CNC=O)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,7.8
2244,CNCC(C)(C)c1cc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1C,1.5
2245,COc1cc(CN)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1.9
2246,COc1cc(CN(C)C)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,3.4
2247,COc1cc(C(C)(C)N)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1.5
2248,COc1cc(C(C)(C)N(C)C)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,2.8
2249,COc1cc(CNC=O)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,4.7
2250,CNCc1cc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1C,1.7
2251,COc1cc(C(C)(C)NC=O)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,2.1
2252,CNC(C)(C)c1cc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1C,1.2
2253,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,29.0
2254,COc1cc(CC#N)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,36.0
2255,COc1cc(C(C)(C)C#N)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,570.0
2256,COc1cc(CCN)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1.7
2257,COc1cc(CCN(C)C)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1.3
2258,COc1cc(CCNC=O)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,4.4
