,SMILES,IC50_nM
734,Clc1cc2nc3ccc(Br)cc3n2cn1,
735,COc1cccc(Nc2cc3nc4ccccc4n3cn2)c1,
736,Clc1cc2nc3ccccc3n2cn1,
737,Clc1cncc2nc3ccc(Br)cc3n12,50000.0
738,Clc1cc2nc3ccc(Br)cc3n2cn1,50000.0
739,CN1CCN(c2ccc(-c3ccc4nc5cncc(-c6ccc(N7CCN(C)CC7)cc6)n5c4c3)cc2)CC1,100000.0
740,Clc1cncc2nc3ccccc3n12,100000.0
741,Clc1cc2nc3ccccc3n2cn1,100000.0
742,Brc1ccc2nc3cc(Nc4ccccc4)ncn3c2c1,69000.0
743,c1ccc(Nc2cc3nc4ccccc4n3cn2)cc1,52000.0
744,COc1cccc(Nc2cc3nc4ccccc4n3cn2)c1,51000.0
745,Brc1ccc2nc3cc(Nc4ccccc4)ncn3c2c1,49000.0
746,CN1CCN(c2ccc(-c3ccc4nc5cncc(-c6ccc(N7CCN(C)CC7)cc6)n5c4c3)cc2)CC1,29000.0
747,COc1ccc(-c2cncc3nc4ccc(-c5ccc(NC(C)=O)cc5)cc4n23)cc1,18000.0
748,O=[N+]([O-])c1cccc(Nc2cc3nc4ccccc4n3cn2)c1,14000.0
749,COc1ccc(-c2cncc3nc4ccc(-c5ccc(N6CCN(C)CC6)cc5)cc4n23)cc1,14000.0
750,c1ccc(Nc2cc3nc4ccccc4n3cn2)cc1,10000.0
751,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,10000.0
752,COc1ccc(-c2cc3nc4ccc(Br)cc4n3cn2)cc1,10000.0
753,O=[N+]([O-])c1cccc(Nc2cc3nc4ccccc4n3cn2)c1,10000.0
754,COc1ccc(-c2cc3nc4ccc(Br)cc4n3cn2)cc1,9000.0
755,COc1ccc(-c2cncc3nc4ccc(/C=C/c5ccccc5)cc4n23)cc1,4500.0
756,COc1ccc(-c2cncc3nc4ccc(/C=C/c5ccccc5)cc4n23)cc1,3500.0
757,Clc1cncc2nc3ccc(Br)cc3n12,2200.0
758,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1600.0
759,COc1ccc(-c2ccc3nc4cncc(/C=C/c5ccccc5)n4c3c2)cc1,1500.0
760,COc1ccc(-c2ccc3nc4cncc(/C=C/c5ccccc5)n4c3c2)cc1,780.0
761,COc1ccc(-c2ccc3nc4cncc(/C=C/c5ccccc5)n4c3c2)cc1,650.0
762,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,260.0
763,CN1CCN(c2ccc(-c3ccc4nc5cncc(-c6ccc(N7CCN(C)CC7)cc6)n5c4c3)cc2)CC1,200.0
764,C[C@H](Nc1nc(Nc2cn(C)cn2)c2cc[nH]c2n1)c1ncc(F)cn1,50.0
765,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,21.0
766,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,3.5
767,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1026.0
768,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,0.2
769,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,165.0
770,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,0.6
771,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,478.0
772,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,4.5
773,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,626.0
774,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,9.0
775,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,605.0
776,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,6.6
777,Cc1nc([C@@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,55.0
778,Cc1nc(C2(O)CCS(=O)(=O)C2)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,19.0
779,Cc1nc(C2(O)CCOC2)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,58.0
780,Cc1nc(C2(O)CN(C)C2)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,52.0
781,Cc1nc(C(C)(C)O)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,27.0
782,Cc1nc(C(C)(C)O)ccc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,325.0
783,COc1ncncc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,772.0
784,COc1ncccc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,256.0
785,C[C@@H](Oc1cc(-c2cnnn2C)cnc1N)c1cc(F)ccc1-n1nccn1,2650.0
786,C[C@@H](Oc1cc(-c2ccnn2C)cnc1N)c1cc(F)ccc1-n1nccn1,677.0
787,C[C@@H](Oc1cc(-c2cn(C)nc2C#N)cnc1N)c1cc(F)ccc1-n1nccn1,105.0
788,Cc1nn(C)cc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,176.0
789,Cc1n[nH]cc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,60.0
790,COc1ccc(F)cc1[C@@H](C)Oc1cc(-c2c[nH]nc2C)cnc1N,69.0
791,Cc1n[nH]cc1-c1cnc(N)c(O[C@@H](C)c2cc(F)ccc2C#N)c1,805.0
792,Cc1n[nH]cc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2F)c1,1254.0
793,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1cc(F)ccc1Cl,387.0
794,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,843.0
795,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,24.0
796,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,623.0
797,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,838.0
798,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,1.7
799,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,62.0
800,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,1.3
801,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,108.0
802,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,0.8
803,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,80.0
804,Oc1cccc(Nc2ccnc3[nH]c4ccccc4c23)c1,220.0
805,COc1ccc(-c2nc3c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)c(Cl)cnc3[nH]2)cc1,199.0
806,COc1cccc(-c2nc3c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)c(Cl)cnc3[nH]2)c1,212.0
807,COc1ccccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,16.0
808,NC(=O)[C@@H]1[C@H](Nc2c(Cl)cnc3[nH]c(-c4cccc(N5CCOCC5)c4)nc23)[C@H]2C=C[C@@H]1C2,85.0
809,NC(=O)[C@@H]1[C@H](Nc2c(Cl)cnc3[nH]c(-c4ccc(N5CCOCC5)cc4)nc23)[C@H]2C=C[C@@H]1C2,121.0
810,CN1CCN(c2ccc(-c3nc4c(N[C@H]5[C@@H](C(N)=O)[C@@H]6C=C[C@H]5C6)c(Cl)cnc4[nH]3)cc2)CC1,4.0
811,Cn1cc(-c2nc3c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)c(Cl)cnc3[nH]2)cn1,270.0
812,NC(=O)[C@@H]1[C@H](Nc2c(Cl)cnc3[nH]c(-c4cnn(C5CCNCC5)c4)nc23)[C@H]2C=C[C@@H]1C2,42.0
813,COc1cc(N2CCOCC2)ccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,7.0
814,COc1cc(N2CCN(C)CC2)ccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,0.69
815,COc1cc(N2CCC(N3CCOCC3)CC2)ccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,0.31
816,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,0.76
817,COc1cc(CN2CCOCC2)ccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,6.7
818,COc1cc(CN2CCN(C)CC2)ccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,0.65
819,NC(=O)[C@@H]1[C@H](Nc2c(Br)cnc3[nH]c(-c4ccc(N5CCOCC5)cc4)nc23)[C@H]2C=C[C@@H]1C2,29.0
820,CN1CCN(c2ccc(-c3nc4c(N[C@H]5[C@@H](C(N)=O)[C@@H]6C=C[C@H]5C6)c(Br)cnc4[nH]3)cc2)CC1,2.7
821,NC(=O)[C@@H]1[C@H](Nc2ccnc3[nH]c(-c4ccc(N5CCOCC5)cc4)nc23)[C@H]2C=C[C@@H]1C2,10000.0
822,CN1CCN(c2ccc(-c3nc4c(N[C@H]5[C@@H](C(N)=O)[C@@H]6C=C[C@H]5C6)ccnc4[nH]3)cc2)CC1,3000.0
823,COc1ccc(-c2nc3c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)c(Cl)cnc3[nH]2)cc1,
824,COc1cccc(-c2nc3c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)c(Cl)cnc3[nH]2)c1,
825,COc1ccccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,200.0
826,NC(=O)[C@@H]1[C@H](Nc2c(Cl)cnc3[nH]c(-c4cccc(N5CCOCC5)c4)nc23)[C@H]2C=C[C@@H]1C2,
827,NC(=O)[C@@H]1[C@H](Nc2c(Cl)cnc3[nH]c(-c4ccc(N5CCOCC5)cc4)nc23)[C@H]2C=C[C@@H]1C2,
828,CN1CCN(c2ccc(-c3nc4c(N[C@H]5[C@@H](C(N)=O)[C@@H]6C=C[C@H]5C6)c(Cl)cnc4[nH]3)cc2)CC1,30.0
829,Cn1cc(-c2nc3c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)c(Cl)cnc3[nH]2)cn1,
830,NC(=O)[C@@H]1[C@H](Nc2c(Cl)cnc3[nH]c(-c4cnn(C5CCNCC5)c4)nc23)[C@H]2C=C[C@@H]1C2,
831,COc1cc(N2CCOCC2)ccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,40.0
832,COc1cc(N2CCN(C)CC2)ccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,8.0
833,COc1cc(N2CCC(N3CCOCC3)CC2)ccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,4.0
834,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,10.0
835,COc1cc(CN2CCOCC2)ccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,60.0
836,COc1cc(CN2CCN(C)CC2)ccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,8.0
837,NC(=O)[C@@H]1[C@H](Nc2c(Br)cnc3[nH]c(-c4ccc(N5CCOCC5)cc4)nc23)[C@H]2C=C[C@@H]1C2,
838,CN1CCN(c2ccc(-c3nc4c(N[C@H]5[C@@H](C(N)=O)[C@@H]6C=C[C@H]5C6)c(Br)cnc4[nH]3)cc2)CC1,40.0
839,NC(=O)[C@@H]1[C@H](Nc2ccnc3[nH]c(-c4ccc(N5CCOCC5)cc4)nc23)[C@H]2C=C[C@@H]1C2,
840,CN1CCN(c2ccc(-c3nc4c(N[C@H]5[C@@H](C(N)=O)[C@@H]6C=C[C@H]5C6)ccnc4[nH]3)cc2)CC1,
841,Oc1cccc(Nc2ccnc3[nH]c4ccccc4c23)c1,2200.0
842,N[C@H]1CCCC[C@H]1Nc1cc2nc[nH]c(=O)c2c(Nc2cccc3cc[nH]c23)n1,70.0
843,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,28.0
844,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1.6
845,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(c2ccccc2)CN(C)CC3)ncc1Cl,14.0
846,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)ncc1Cl,9.0
847,CCCCC1CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc21,7.7
848,C=C1CNCCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc21,19.0
849,C=C1CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc21,60.0
850,C/C=C1\CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc21,17.0
851,C/C=C1/CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc21,13.0
852,CNC(=O)c1ccccc1Nc1nc(Nc2cc3c(cc2OC)CCN(C)CCCCC3)ncc1Cl,17.0
853,CNC(=O)c1ccccc1Nc1nc(Nc2cc3c(cc2OC)CCN(C)CCCC3)ncc1Cl,36.0
854,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CNCC3)ncc1Cl,7.9
855,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(CC(=O)N(C)C)CC3)ncc1Cl,38.0
856,CCC(=O)N1CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc2C(C)C1,50.0
857,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C(C)=O)CC3)ncc1Cl,53.0
858,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)nc(F)c1Cl,1000.0
859,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)nc(NC)c1Cl,1000.0
860,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)nc(N2CCOCC2)c1Cl,1000.0
861,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)nc2sccc12,1000.0
862,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)nc2cccnc12,1000.0
863,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)nc2ccccc12,1000.0
864,CC1CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)N4CCOCC4)n3)cc21,1000.0
865,CC1CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3)cc21,3.5
866,CC1CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C4CC4)n3)cc21,7.1
867,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)ncc1Cl,1.3
868,CC1CN(C)CCc2ccc(Nc3ncc(Cl)c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)n3)cc21,49.0
869,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(c2ccccc2)CN(C)CC3)ncc1Cl,39.0
870,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(c2ccccc2)CN(C)CC3)ncc1Cl,14.0
871,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)ncc1Cl,24.0
872,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C)CC3)ncc1Cl,15.0
873,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,80.0
874,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,0.76
875,COc1ccc(F)cc1[C@@H](C)Oc1cc(-c2cnnn2C)cnc1N,95.0
876,C[C@@H](Oc1cc(-c2cnnn2C)cnc1N)c1cc(F)ccc1-n1nccn1,249.0
877,Cc1nn(C)cc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,14.0
878,CNC(=O)c1ccc(F)cc1[C@@H](C)Oc1cc(-c2cn(C)nc2C)cnc1N,116.0
879,COc1ncccc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)n1,9.7
880,CNC(=O)c1ccc(F)cc1[C@@H](C)Oc1nc(-c2cccnc2OC)cnc1N,16.0
881,C[C@@H](Oc1cc(-c2cccc(S(C)(=O)=O)c2)cnc1N)c1cc(F)ccc1-n1nccn1,4.6
882,N#Cc1[nH]nc2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1OCC2,22.0
883,N#Cc1[nH]nc2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1OCCC2,15.0
884,Cn1ncc2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1OCCC2,86.0
885,Cn1ncc2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1OCCCC2,524.0
886,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CCOc2ccc(F)cc21,1.0
887,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CCCOc2ccc(F)cc21,0.9
888,Cc1nn(C)c2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C2,0.7
889,Cc1nn(C)c2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1C(=O)N(C)C2,6.4
890,Cc1nn(C)c2c1-c1cnc(N)c(n1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C2,0.21
891,Cc1nn(C)c2c1-c1cnc(N)c(n1)O[C@@H](C)c1cc(F)ccc1C(=O)N(C)C2,156.0
892,COc1nn(C)c2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C2,0.18
893,COc1nn(C)c2c1-c1cnc(N)c(n1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C2,0.11
894,C[C@H]1Oc2cc(cnc2N)-c2cc(S(C)(=O)=O)ccc2CN(C)C(=O)c2ccc(F)cc21,1.3
895,C[C@H]1Oc2nc(cnc2N)-c2cc(S(C)(=O)=O)ccc2CN(C)C(=O)c2ccc(F)cc21,0.34
896,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,843.0
897,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,6.6
898,COc1ccc(F)cc1[C@@H](C)Oc1cc(-c2cnnn2C)cnc1N,3200.0
899,C[C@@H](Oc1cc(-c2cnnn2C)cnc1N)c1cc(F)ccc1-n1nccn1,2650.0
900,Cc1nn(C)cc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,176.0
901,CNC(=O)c1ccc(F)cc1[C@@H](C)Oc1cc(-c2cn(C)nc2C)cnc1N,1665.0
902,COc1ncccc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)n1,53.0
903,CNC(=O)c1ccc(F)cc1[C@@H](C)Oc1nc(-c2cccnc2OC)cnc1N,312.0
904,C[C@@H](Oc1cc(-c2cccc(S(C)(=O)=O)c2)cnc1N)c1cc(F)ccc1-n1nccn1,54.0
905,N#Cc1[nH]nc2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1OCC2,101.0
906,N#Cc1[nH]nc2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1OCCC2,112.0
907,Cn1ncc2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1OCCC2,654.0
908,Cn1ncc2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1OCCCC2,3655.0
909,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CCOc2ccc(F)cc21,20.0
910,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CCCOc2ccc(F)cc21,21.0
911,Cc1nn(C)c2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C2,14.0
912,Cc1nn(C)c2c1-c1cnc(N)c(c1)OCc1cc(F)ccc1C(=O)N(C)C2,97.0
913,Cc1nn(C)c2c1-c1cnc(N)c(n1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C2,1.4
914,Cc1nn(C)c2c1-c1cnc(N)c(n1)O[C@@H](C)c1cc(F)ccc1C(=O)N(C)C2,1230.0
915,COc1nn(C)c2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C2,2.1
916,COc1nn(C)c2c1-c1cnc(N)c(n1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C2,0.75
917,C[C@H]1Oc2cc(cnc2N)-c2cc(S(C)(=O)=O)ccc2CN(C)C(=O)c2ccc(F)cc21,21.0
918,C[C@H]1Oc2nc(cnc2N)-c2cc(S(C)(=O)=O)ccc2CN(C)C(=O)c2ccc(F)cc21,1.9
919,C[C@H]1Oc2cc(cnc2N)-c2c(C3CC3)nn(C)c2CN(C)C(=O)c2ccc(F)cc21,5.8
920,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,21.0
921,Cc1cnc2nc3c(n2c1)-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C3,365.0
922,C[C@H]1Oc2nc(cnc2N)-c2c(nc3ccc(C#N)cn23)CN(C)C(=O)c2ccc(F)cc21,45.0
923,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,165.0
924,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,0.2
925,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,478.0
926,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,1.6
927,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,605.0
928,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,15.0
929,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,626.0
930,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,4.2
931,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1026.0
932,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,9.0
933,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1148.0
934,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,77.0
935,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,3039.0
936,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,38.0
937,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,1.3
938,CC(C)(C)CNC(=O)CC1CNC(=O)c2cc(-c3ccsc3)cn21,10000.0
939,CN1CCN(C[C@@H](NC(=O)C[C@H]2CNC(=O)c3cc(-c4cccc(Cl)c4)cn32)C2CCCCC2)CC1,10000.0
940,CNC(=O)c1ccccc1Nc1nc(Nc2cccc(NC(=O)CN)c2)ncc1Cl,32.8
941,CNC(=O)c1cccc(F)c1Nc1nc(Nc2cccc(NC(=O)CNC(=O)OC(C)(C)C)c2)ncc1Cl,1000.0
942,CNC(=O)c1ccccc1Nc1nc(Nc2cccc(NC(=O)CNC(=O)N3CCCC3)c2)ncc1Cl,280.0
943,CNC(=O)c1ccccc1Nc1nc(Nc2cccc(NC(=O)CNC(=O)C3CCCN3)c2)ncc1Cl,80.3
944,CNC(=O)c1cccc(F)c1Nc1nc(Nc2cccc(NC(=O)CNC(=O)NC(C)(C)C)c2)ncc1Cl,1000.0
945,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2cccc(NC(=O)CN)c2)ncc1Cl,2.7
946,CNC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(NC(=O)CN)c3)ncc2Cl)[C@H]2C=C[C@@H]1C2,111.0
947,CS(=O)(=O)Nc1ccccc1Nc1nc(Nc2cccc(NC(=O)CN)c2)ncc1Cl,94.5
948,CN(c1ccccc1Nc1nc(Nc2cccc(NC(=O)CN)c2)ncc1Cl)S(C)(=O)=O,7.7
949,CS(=O)(=O)N1CCN(c2nc(Nc3cccc(NC(=O)CN)c3)ncc2Cl)c2ccccc21,1000.0
